ConstNode,Reference,ConcretePattern,AbstractPattern,Node,Pattern,ParentOne,ParentTwo,ParentThree,NodeItself,SizeProg,NumberOp,Label
806,2,1,25,1,7,50,2,0,0,0,172,1,1
807,2,1,25,1,7,50,2,0,0,0,172,1,1
808,2,1,25,1,7,50,2,0,0,0,172,1,1
809,2,1,25,1,7,50,2,0,0,0,172,1,1
810,2,1,25,1,7,50,2,0,0,0,172,1,1
811,2,1,25,1,7,50,2,0,0,0,172,1,1
812,2,1,25,1,7,50,2,0,0,0,172,1,1
813,2,1,25,1,7,50,2,0,0,0,172,1,1
814,2,1,25,1,7,50,2,0,0,0,172,1,1
815,2,1,25,1,7,50,2,0,0,0,172,1,1
816,1,1,2,2,4,8,0,2,0,0,38,1,0
817,1,1,2,2,4,7,1,1,0,0,36,1,0
818,1,1,2,1,5,5,1,1,0,0,32,1,0
819,1,1,2,1,5,4,2,0,0,0,30,1,0
820,1,1,1,3,4,8,0,2,0,0,38,1,0
821,1,1,1,3,4,7,1,1,0,0,36,1,0
822,1,1,1,2,5,5,1,1,0,0,32,1,0
823,2,0,1,1,6,4,0,1,0,0,28,1,0
824,1,1,1,2,5,4,2,0,0,0,30,1,0
825,2,0,1,1,6,3,1,0,0,0,26,1,0
826,1,1,1,3,4,8,0,2,0,0,38,1,0
827,1,1,1,3,4,7,1,1,0,0,36,1,0
828,1,1,1,2,5,5,1,1,0,0,32,1,0
829,1,1,1,2,5,4,2,0,0,0,30,1,0
830,1,1,0,4,4,8,0,2,0,0,38,1,0
831,1,1,0,4,4,7,1,1,0,0,36,1,0
832,1,1,0,3,5,5,1,1,0,0,32,1,0
833,2,0,0,2,6,4,0,1,0,0,28,1,0
834,1,1,0,3,5,4,2,0,0,0,30,1,0
835,2,0,0,2,6,3,1,0,0,0,26,1,0
836,3,0,11,0,9,18,1,2,0,0,86,3,1
837,3,0,10,1,9,18,1,2,0,0,86,3,1
838,3,0,10,1,9,18,1,2,0,0,86,3,1
839,3,0,10,1,9,18,1,2,0,0,86,3,1
840,3,0,10,1,9,18,1,2,0,0,86,3,1
841,3,0,10,1,9,18,1,2,0,0,86,3,1
842,3,0,10,1,9,18,1,2,0,0,86,3,1
843,3,0,10,1,9,18,1,2,0,0,86,3,1
844,3,0,10,1,9,18,1,2,0,0,86,3,1
845,3,0,10,1,9,18,1,2,0,0,86,3,1
846,3,0,10,1,9,18,1,2,0,0,86,3,1
847,3,0,10,1,9,18,1,2,0,0,86,3,1
848,3,0,10,0,9,16,2,1,0,0,80,3,1
849,3,0,9,2,9,18,1,2,0,0,86,3,1
850,3,0,9,2,9,18,1,2,0,0,86,3,1
851,3,0,9,2,9,18,1,2,0,0,86,3,1
852,3,0,9,2,9,18,1,2,0,0,86,3,1
853,3,0,9,2,9,18,1,2,0,0,86,3,1
854,3,0,9,2,9,18,1,2,0,0,86,3,1
855,3,0,9,2,9,18,1,2,0,0,86,3,1
856,3,0,9,2,9,18,1,2,0,0,86,3,1
857,3,0,9,2,9,18,1,2,0,0,86,3,1
858,3,0,9,2,9,18,1,2,0,0,86,3,1
859,3,0,9,2,9,18,1,2,0,0,86,3,1
860,3,0,9,2,9,18,1,2,0,0,86,3,1
861,3,0,9,2,9,18,1,2,0,0,86,3,1
862,3,0,9,2,9,18,1,2,0,0,86,3,1
863,3,0,9,2,9,18,1,2,0,0,86,3,1
864,3,0,9,2,9,18,1,2,0,0,86,3,1
865,3,0,9,2,9,18,1,2,0,0,86,3,1
866,3,0,9,2,9,18,1,2,0,0,86,3,1
867,3,0,9,2,9,18,1,2,0,0,86,3,1
868,3,0,9,2,9,18,1,2,0,0,86,3,1
869,3,0,9,2,9,18,1,2,0,0,86,3,1
870,3,0,9,2,9,18,1,2,0,0,86,3,1
871,3,0,9,2,9,18,1,2,0,0,86,3,1
872,3,0,9,2,9,18,1,2,0,0,86,3,1
873,3,0,9,2,9,18,1,2,0,0,86,3,1
874,3,0,9,2,9,18,1,2,0,0,86,3,1
875,3,0,9,2,9,18,1,2,0,0,86,3,1
876,3,0,9,2,9,18,1,2,0,0,86,3,1
877,3,0,9,2,9,18,1,2,0,0,86,3,1
878,3,0,9,2,9,18,1,2,0,0,86,3,1
879,3,0,9,2,9,18,1,2,0,0,86,3,1
880,3,0,9,2,9,18,1,2,0,0,86,3,1
881,3,0,9,2,9,18,1,2,0,0,86,3,1
882,3,0,9,2,9,18,1,2,0,0,86,3,1
883,3,0,9,2,9,18,1,2,0,0,86,3,1
884,3,0,9,2,9,18,1,2,0,0,86,3,1
885,3,0,9,2,9,18,1,2,0,0,86,3,1
886,3,0,9,2,9,18,1,2,0,0,86,3,1
887,3,0,9,2,9,18,1,2,0,0,86,3,1
888,3,0,9,2,9,18,1,2,0,0,86,3,1
889,3,0,9,2,9,18,1,2,0,0,86,3,1
890,3,0,9,2,9,18,1,2,0,0,86,3,1
891,3,0,9,2,9,18,1,2,0,0,86,3,1
892,3,0,9,2,9,18,1,2,0,0,86,3,1
893,3,0,9,2,9,18,1,2,0,0,86,3,1
894,3,0,9,2,9,18,1,2,0,0,86,3,1
895,3,0,9,2,9,18,1,2,0,0,86,3,1
896,3,0,9,2,9,18,1,2,0,0,86,3,1
897,3,0,9,2,9,18,1,2,0,0,86,3,1
898,3,0,9,2,9,18,1,2,0,0,86,3,1
899,3,0,9,2,9,18,1,2,0,0,86,3,1
900,3,0,9,2,9,18,1,2,0,0,86,3,1
901,3,0,9,2,9,18,1,2,0,0,86,3,1
902,1,0,3,0,2,8,0,1,0,0,31,1,0
903,1,0,3,0,2,7,1,0,0,0,29,1,0
904,1,0,2,1,2,8,0,1,0,0,31,1,0
905,1,0,2,1,2,8,0,1,0,0,31,1,0
906,1,0,2,1,2,8,0,1,0,0,31,1,0
907,1,0,2,1,2,7,1,0,0,0,29,1,0
908,1,0,2,1,2,7,1,0,0,0,29,1,0
909,1,0,2,1,2,7,1,0,0,0,29,1,0
910,1,0,2,0,2,5,0,0,0,1,23,1,0
911,1,0,1,2,2,8,0,1,0,0,31,1,0
912,1,0,1,2,2,8,0,1,0,0,31,1,0
913,1,0,1,2,2,8,0,1,0,0,31,1,0
914,1,0,1,2,2,7,1,0,0,0,29,1,0
915,1,0,1,2,2,7,1,0,0,0,29,1,0
916,1,0,1,2,2,7,1,0,0,0,29,1,0
917,1,0,1,1,2,5,0,0,0,1,23,1,0
918,1,0,1,1,2,5,0,0,0,1,23,1,0
919,1,0,0,3,2,8,0,1,0,0,31,1,0
920,1,0,0,3,2,7,1,0,0,0,29,1,0
921,1,0,0,2,2,5,0,0,0,1,23,1,0
922,1,0,3,0,4,5,0,0,0,1,29,1,1
923,1,0,2,1,4,5,0,0,0,1,29,1,1
924,1,0,2,1,4,5,0,0,0,1,29,1,1
925,1,0,2,1,4,5,0,0,0,1,28,1,1
926,1,0,1,2,4,5,0,0,0,1,29,1,1
927,1,0,1,2,4,5,0,0,0,1,28,1,1
928,1,0,1,2,4,5,0,0,0,1,28,1,1
929,1,0,0,3,4,5,0,0,0,1,28,1,1
930,1,5,5,0,6,12,0,2,0,1,55,1,0
931,1,5,5,0,5,13,0,2,0,1,55,1,0
932,1,5,5,0,5,12,1,1,0,1,53,1,0
933,1,5,5,0,4,13,1,1,0,1,53,1,0
934,1,4,4,1,6,12,0,2,0,1,55,1,0
935,1,4,4,1,5,13,0,2,0,1,55,1,0
936,1,4,4,1,6,12,0,2,0,1,55,1,0
937,1,4,4,1,5,13,0,2,0,1,55,1,0
938,1,5,4,1,6,12,0,2,0,1,55,1,0
939,1,5,4,1,5,13,0,2,0,1,55,1,0
940,1,4,4,1,5,12,1,1,0,1,53,1,0
941,1,4,4,1,4,13,1,1,0,1,53,1,0
942,1,4,4,1,5,12,1,1,0,1,53,1,0
943,1,4,4,1,4,13,1,1,0,1,53,1,0
944,1,4,20,5,6,51,1,4,0,0,176,1,1
945,1,4,20,5,6,50,0,4,0,1,174,1,1
946,1,4,19,6,6,51,1,4,0,0,176,1,1
947,1,4,19,6,6,51,1,4,0,0,176,1,1
948,1,4,19,6,6,51,1,4,0,0,176,1,1
949,1,4,19,6,6,51,1,4,0,0,176,1,1
950,1,4,19,6,6,51,1,4,0,0,176,1,1
951,1,4,19,6,6,51,1,4,0,0,176,1,1
952,1,4,19,6,6,51,1,4,0,0,176,1,1
953,1,4,19,6,6,51,1,4,0,0,176,1,1
954,1,4,19,6,6,51,1,4,0,0,176,1,1
955,1,4,19,6,6,51,1,4,0,0,176,1,1
956,1,4,19,6,6,51,1,4,0,0,176,1,1
957,1,4,19,6,6,51,1,4,0,0,176,1,1
958,1,4,19,6,6,51,1,4,0,0,176,1,1
959,1,4,19,6,6,51,1,4,0,0,176,1,1
960,1,4,19,6,6,51,1,4,0,0,176,1,1
961,1,4,19,6,6,51,1,4,0,0,176,1,1
962,1,4,19,6,6,50,0,4,0,1,174,1,1
963,1,4,19,6,6,50,0,4,0,1,174,1,1
964,1,4,19,6,6,50,0,4,0,1,174,1,1
965,1,4,19,6,6,50,0,4,0,1,174,1,1
966,1,4,19,6,6,50,0,4,0,1,174,1,1
967,1,4,19,6,6,50,0,4,0,1,174,1,1
968,1,4,19,6,6,50,0,4,0,1,174,1,1
969,1,4,19,6,6,50,0,4,0,1,174,1,1
970,1,4,19,6,6,50,0,4,0,1,174,1,1
971,1,4,19,6,6,50,0,4,0,1,174,1,1
972,1,4,19,6,6,50,0,4,0,1,174,1,1
973,1,4,19,6,6,50,0,4,0,1,174,1,1
974,1,4,19,6,6,50,0,4,0,1,174,1,1
975,1,4,19,6,6,50,0,4,0,1,174,1,1
976,1,4,19,6,6,50,0,4,0,1,174,1,1
977,1,4,19,6,6,50,0,4,0,1,174,1,1
978,1,4,19,6,6,51,1,4,0,0,176,1,1
979,1,4,19,6,6,51,1,4,0,0,176,1,1
980,1,4,19,6,6,51,1,4,0,0,176,1,1
981,1,4,19,6,6,51,1,4,0,0,176,1,1
982,9,6,16,10,33,34,0,3,0,5,205,1,1
983,9,6,16,10,34,33,0,3,0,5,205,1,1
984,9,6,16,10,33,33,1,2,0,5,203,1,1
985,9,6,16,9,34,32,1,2,0,5,201,1,1
986,9,5,16,8,32,31,1,1,0,5,191,1,1
987,9,5,16,8,31,31,0,1,0,6,189,1,1
988,9,5,16,8,32,30,0,1,0,6,189,1,1
989,1,0,1,1,2,2,0,1,0,0,16,1,1
990,1,0,1,1,2,1,1,0,0,0,14,1,1
991,1,0,0,2,2,2,0,1,0,0,16,1,1
992,1,0,0,2,2,1,1,0,0,0,14,1,1
993,6,4,25,4,29,72,0,4,0,1,272,1,0
994,6,4,25,4,30,71,0,4,0,1,272,1,0
995,6,6,25,3,38,64,0,6,0,1,276,1,0
996,6,6,25,3,37,65,0,6,0,1,276,1,0
997,6,6,25,3,37,65,0,6,0,1,276,1,0
998,6,6,25,3,36,66,0,6,0,1,276,1,0
999,6,4,25,4,28,72,1,3,0,1,270,1,0
1000,6,4,25,4,29,71,1,3,0,1,270,1,0
1001,6,6,25,3,37,64,1,5,0,1,274,1,0
1002,6,6,25,3,36,65,1,5,0,1,274,1,0
1003,6,6,25,3,36,65,1,5,0,1,274,1,0
1004,6,6,25,3,35,66,1,5,0,1,274,1,0
1005,6,4,25,4,29,71,1,3,0,1,270,1,0
1006,6,4,25,4,30,70,1,3,0,1,270,1,0
1007,6,6,25,3,38,63,1,5,0,1,274,1,0
1008,6,6,25,3,37,64,1,5,0,1,274,1,0
1009,6,6,25,3,37,64,1,5,0,1,274,1,0
1010,6,6,25,3,36,65,1,5,0,1,274,1,0
1011,6,4,25,4,29,71,1,3,0,1,270,1,0
1012,6,6,25,3,37,64,1,5,0,1,274,1,0
1013,6,6,25,3,36,65,1,5,0,1,274,1,0
1014,6,6,25,3,37,64,1,5,0,1,274,1,0
1015,6,6,25,3,36,65,1,5,0,1,274,1,0
1016,6,5,25,3,34,67,0,5,0,1,272,1,0
1017,6,5,25,3,33,68,0,5,0,1,272,1,0
1018,6,4,25,4,28,71,2,2,0,1,268,1,0
1019,6,4,25,4,29,70,2,2,0,1,268,1,0
1020,6,6,25,3,37,63,2,4,0,1,272,1,0
1021,6,6,25,3,36,64,2,4,0,1,272,1,0
1022,6,6,25,3,36,64,2,4,0,1,272,1,0
1023,6,6,25,3,35,65,2,4,0,1,272,1,0
1024,6,4,25,4,29,70,2,2,0,1,268,1,0
1025,6,6,25,3,37,63,2,4,0,1,272,1,0
1026,6,6,25,3,36,64,2,4,0,1,272,1,0
1027,6,6,25,3,37,63,2,4,0,1,272,1,0
1028,6,6,25,3,36,64,2,4,0,1,272,1,0
1029,6,5,25,3,34,66,1,4,0,1,270,1,0
1030,6,5,25,3,33,67,1,4,0,1,270,1,0
1031,6,4,25,4,28,71,2,2,0,1,268,1,0
1032,6,6,25,3,36,64,2,4,0,1,272,1,0
1033,6,6,25,3,35,65,2,4,0,1,272,1,0
1034,6,6,25,3,36,64,2,4,0,1,272,1,0
1035,6,6,25,3,35,65,2,4,0,1,272,1,0
1036,6,5,25,3,33,67,1,4,0,1,270,1,0
1037,6,5,25,3,32,68,1,4,0,1,270,1,0
1038,6,5,25,3,33,67,1,4,0,1,270,1,0
1039,6,6,25,3,36,64,2,4,0,1,272,1,0
1040,6,4,25,4,28,70,3,1,0,1,266,1,0
1041,6,6,25,3,36,63,3,3,0,1,270,1,0
1042,6,6,25,3,35,64,3,3,0,1,270,1,0
1043,6,6,25,3,36,63,3,3,0,1,270,1,0
1044,6,6,25,3,35,64,3,3,0,1,270,1,0
1045,6,5,25,3,33,66,2,3,0,1,268,1,0
1046,6,5,25,3,32,67,2,3,0,1,268,1,0
1047,6,5,25,3,33,66,2,3,0,1,268,1,0
1048,6,6,25,3,36,63,3,3,0,1,270,1,0
1049,6,5,25,3,32,67,2,3,0,1,268,1,0
1050,6,6,25,3,35,64,3,3,0,1,270,1,0
1051,4,2,8,0,18,13,0,3,0,0,87,1,0
1052,4,2,8,0,17,13,1,2,0,0,85,1,0
1053,4,2,8,0,17,13,1,2,0,0,85,1,0
1054,4,2,8,0,18,12,1,2,0,0,85,1,0
1055,4,2,8,0,16,13,2,1,0,0,83,1,0
1056,4,2,8,0,17,12,2,1,0,0,83,1,0
1057,4,2,8,0,17,12,2,1,0,0,83,1,0
1058,2,0,3,0,8,5,0,1,0,0,37,1,1
1059,2,0,3,0,8,4,1,0,0,0,35,1,1
1060,2,0,2,1,8,5,0,1,0,0,37,1,1
1061,2,0,2,1,8,5,0,1,0,0,37,1,1
1062,2,0,2,1,8,5,0,1,0,0,36,1,1
1063,2,0,2,1,8,4,1,0,0,0,35,1,1
1064,2,0,2,1,8,4,1,0,0,0,35,1,1
1065,2,0,2,1,8,4,1,0,0,0,34,1,1
1066,2,0,1,2,8,5,0,1,0,0,37,1,1
1067,2,0,1,2,8,5,0,1,0,0,36,1,1
1068,2,0,1,2,8,5,0,1,0,0,36,1,1
1069,2,0,1,2,8,4,1,0,0,0,35,1,1
1070,2,0,1,2,8,4,1,0,0,0,34,1,1
1071,2,0,1,2,8,4,1,0,0,0,34,1,1
1072,2,0,0,3,8,5,0,1,0,0,36,1,1
1073,2,0,0,3,8,4,1,0,0,0,34,1,1
1074,4,3,5,4,22,15,0,4,0,0,102,1,1
1075,4,3,5,3,22,13,1,3,0,0,96,1,1
1076,4,3,5,3,22,13,1,3,0,0,96,1,1
1077,4,2,5,3,19,15,0,3,0,0,92,1,1
1078,4,3,5,3,21,13,0,3,0,1,94,1,1
1079,4,3,5,3,21,13,0,3,0,1,94,1,1
1080,4,3,4,5,22,15,0,4,0,0,102,1,1
1081,4,3,4,5,22,15,0,4,0,0,102,1,1
1082,1,0,2,1,3,6,0,1,0,0,28,1,0
1083,1,0,1,2,3,6,0,1,0,0,28,1,0
1084,1,0,1,2,3,6,0,1,0,0,28,1,0
1085,1,0,0,3,3,6,0,1,0,0,28,1,0
1086,2,0,5,1,7,13,0,1,0,1,56,1,1
1087,2,0,4,2,7,13,0,1,0,1,56,1,1
1088,2,0,4,2,7,13,0,1,0,1,56,1,1
1089,2,0,4,2,7,13,0,1,0,0,56,1,1
1090,2,0,4,2,7,13,0,1,0,1,56,1,1
1091,2,0,4,2,7,13,0,1,0,1,56,1,1
1092,2,0,3,3,7,13,0,1,0,1,56,1,1
1093,2,0,3,3,7,13,0,1,0,0,56,1,1
1094,2,0,3,3,7,13,0,1,0,0,56,1,1
1095,2,0,3,3,7,13,0,1,0,1,56,1,1
1096,2,0,3,3,7,13,0,1,0,1,56,1,1
1097,2,0,3,3,7,13,0,1,0,1,56,1,1
1098,2,0,3,3,7,13,0,1,0,0,56,1,1
1099,2,0,3,3,7,13,0,1,0,1,56,1,1
1100,2,0,3,3,7,13,0,1,0,1,56,1,1
1101,2,0,3,3,7,13,0,1,0,0,56,1,1
1102,2,0,2,4,7,13,0,1,0,0,56,1,1
1103,2,0,2,4,7,13,0,1,0,1,56,1,1
1104,2,0,2,4,7,13,0,1,0,1,56,1,1
1105,2,0,2,4,7,13,0,1,0,0,56,1,1
1106,2,0,2,4,7,13,0,1,0,1,56,1,1
1107,2,0,2,4,7,13,0,1,0,0,56,1,1
1108,2,0,2,4,7,13,0,1,0,1,56,1,1
1109,2,0,2,4,7,13,0,1,0,0,56,1,1
1110,2,0,2,4,7,13,0,1,0,0,56,1,1
1111,2,0,2,4,7,13,0,1,0,0,56,1,1
1112,2,0,1,5,7,13,0,1,0,1,56,1,1
1113,2,0,1,5,7,13,0,1,0,0,56,1,1
1114,2,0,1,5,7,13,0,1,0,0,56,1,1
1115,2,0,1,5,7,13,0,1,0,0,56,1,1
1116,2,0,1,5,7,13,0,1,0,0,56,1,1
1117,2,0,1,1,7,3,1,0,0,1,28,1,1
1118,2,0,1,0,7,1,0,0,0,2,22,1,1
1119,2,0,0,6,7,13,0,1,0,0,56,1,1
1120,2,0,0,2,7,3,1,0,0,0,28,1,1
1121,2,0,0,1,7,1,0,0,0,1,22,1,1
1122,2,1,6,6,10,20,1,1,0,0,90,1,1
1123,2,1,6,6,9,20,2,0,0,0,88,1,1
1124,2,1,5,7,10,20,1,1,0,0,90,1,1
1125,2,1,5,7,10,20,1,1,0,0,90,1,1
1126,2,1,5,7,10,20,1,1,0,0,90,1,1
1127,2,1,5,7,9,20,2,0,0,0,88,1,1
1128,2,1,5,7,9,20,2,0,0,0,88,1,1
1129,2,1,5,7,9,20,2,0,0,0,88,1,1
1130,2,1,5,7,10,20,1,1,0,0,90,1,1
1131,2,1,5,7,10,20,1,1,0,0,90,1,1
1132,2,1,5,7,10,20,1,1,0,0,90,1,1
1133,2,1,5,7,9,20,2,0,0,0,88,1,1
1134,2,1,5,7,9,20,2,0,0,0,88,1,1
1135,2,1,5,7,9,20,2,0,0,0,88,1,1
1136,2,1,4,8,10,20,1,1,0,0,90,1,1
1137,2,1,4,8,10,20,1,1,0,0,90,1,1
1138,2,1,4,8,10,20,1,1,0,0,90,1,1
1139,2,1,4,8,9,20,2,0,0,0,88,1,1
1140,2,1,4,8,9,20,2,0,0,0,88,1,1
1141,2,1,4,8,9,20,2,0,0,0,88,1,1
1142,2,1,4,8,10,20,1,1,0,0,90,1,1
1143,2,1,4,8,10,20,1,1,0,0,90,1,1
1144,2,1,4,8,10,20,1,1,0,0,90,1,1
1145,2,1,4,8,10,20,1,1,0,0,90,1,1
1146,2,1,4,8,10,20,1,1,0,0,90,1,1
1147,2,1,4,8,10,20,1,1,0,0,90,1,1
1148,2,1,4,8,10,20,1,1,0,0,90,1,1
1149,2,1,4,8,10,20,1,1,0,0,90,1,1
1150,2,1,4,8,10,20,1,1,0,0,90,1,1
1151,2,1,4,8,9,20,2,0,0,0,88,1,1
1152,2,1,4,8,9,20,2,0,0,0,88,1,1
1153,2,1,4,8,9,20,2,0,0,0,88,1,1
1154,2,1,4,8,9,20,2,0,0,0,88,1,1
1155,2,1,4,8,9,20,2,0,0,0,88,1,1
1156,2,1,4,8,9,20,2,0,0,0,88,1,1
1157,2,1,4,8,9,20,2,0,0,0,88,1,1
1158,2,1,4,8,9,20,2,0,0,0,88,1,1
1159,2,1,4,8,9,20,2,0,0,0,88,1,1
1160,2,1,4,8,10,20,1,1,0,0,90,1,1
1161,2,1,4,8,10,20,1,1,0,0,90,1,1
1162,2,1,4,8,10,20,1,1,0,0,90,1,1
1163,2,1,4,8,9,20,2,0,0,0,88,1,1
1164,2,1,4,8,9,20,2,0,0,0,88,1,1
1165,2,1,4,8,9,20,2,0,0,0,88,1,1
1166,2,1,3,9,10,20,1,1,0,0,90,1,1
1167,2,1,3,9,9,20,2,0,0,0,88,1,1
1168,2,1,3,4,10,11,2,0,0,0,62,1,1
1169,2,1,3,4,9,11,1,0,0,1,60,1,1
1170,2,1,3,9,10,20,1,1,0,0,90,1,1
1171,2,1,3,9,10,20,1,1,0,0,90,1,1
1172,2,1,3,9,10,20,1,1,0,0,90,1,1
1173,2,1,3,9,10,20,1,1,0,0,90,1,1
1174,2,1,3,9,10,20,1,1,0,0,90,1,1
1175,2,1,3,9,10,20,1,1,0,0,90,1,1
1176,2,1,3,9,10,20,1,1,0,0,90,1,1
1177,2,1,3,9,10,20,1,1,0,0,90,1,1
1178,2,1,3,9,10,20,1,1,0,0,90,1,1
1179,2,1,3,9,9,20,2,0,0,0,88,1,1
1180,2,1,3,9,9,20,2,0,0,0,88,1,1
1181,2,1,3,9,9,20,2,0,0,0,88,1,1
1182,2,1,3,9,9,20,2,0,0,0,88,1,1
1183,2,1,3,9,9,20,2,0,0,0,88,1,1
1184,2,1,3,9,9,20,2,0,0,0,88,1,1
1185,2,1,3,9,9,20,2,0,0,0,88,1,1
1186,2,1,3,9,9,20,2,0,0,0,88,1,1
1187,2,1,3,9,9,20,2,0,0,0,88,1,1
1188,2,1,3,9,10,20,1,1,0,0,90,1,1
1189,2,1,3,9,10,20,1,1,0,0,90,1,1
1190,2,1,3,9,10,20,1,1,0,0,90,1,1
1191,2,1,3,9,10,20,1,1,0,0,90,1,1
1192,2,1,3,9,10,20,1,1,0,0,90,1,1
1193,2,1,3,9,10,20,1,1,0,0,90,1,1
1194,2,1,3,9,10,20,1,1,0,0,90,1,1
1195,2,1,3,9,10,20,1,1,0,0,90,1,1
1196,2,1,3,9,10,20,1,1,0,0,90,1,1
1197,2,1,3,9,9,20,2,0,0,0,88,1,1
1198,2,1,3,9,9,20,2,0,0,0,88,1,1
1199,2,1,3,9,9,20,2,0,0,0,88,1,1
1200,2,1,3,9,9,20,2,0,0,0,88,1,1
1201,2,1,3,9,9,20,2,0,0,0,88,1,1
1202,2,1,3,9,9,20,2,0,0,0,88,1,1
1203,2,1,3,9,9,20,2,0,0,0,88,1,1
1204,2,1,3,9,9,20,2,0,0,0,88,1,1
1205,2,1,3,9,9,20,2,0,0,0,88,1,1
1206,2,1,3,9,10,20,1,1,0,0,90,1,1
1207,2,1,3,9,9,20,2,0,0,0,88,1,1
1208,2,1,3,4,10,11,0,1,0,1,62,1,1
1209,2,1,3,4,9,11,1,0,0,1,60,1,1
1210,2,1,2,10,10,20,1,1,0,0,90,1,1
1211,2,1,2,10,10,20,1,1,0,0,90,1,1
1212,2,1,2,10,10,20,1,1,0,0,90,1,1
1213,2,1,2,10,9,20,2,0,0,0,88,1,1
1214,2,1,2,10,9,20,2,0,0,0,88,1,1
1215,2,1,2,10,9,20,2,0,0,0,88,1,1
1216,2,1,2,5,10,11,2,0,0,0,62,1,1
1217,2,1,2,5,10,11,2,0,0,0,62,1,1
1218,2,1,2,5,10,11,2,0,0,0,62,1,1
1219,2,1,2,5,9,11,1,0,0,1,60,1,1
1220,2,1,2,5,9,11,1,0,0,1,60,1,1
1221,2,1,2,5,9,11,1,0,0,1,60,1,1
1222,2,1,2,10,10,20,1,1,0,0,90,1,1
1223,2,1,2,10,10,20,1,1,0,0,90,1,1
1224,2,1,2,10,10,20,1,1,0,0,90,1,1
1225,2,1,2,10,10,20,1,1,0,0,90,1,1
1226,2,1,2,10,10,20,1,1,0,0,90,1,1
1227,2,1,2,10,10,20,1,1,0,0,90,1,1
1228,2,1,2,10,10,20,1,1,0,0,90,1,1
1229,2,1,2,10,10,20,1,1,0,0,90,1,1
1230,2,1,2,10,10,20,1,1,0,0,90,1,1
1231,2,1,2,10,9,20,2,0,0,0,88,1,1
1232,2,1,2,10,9,20,2,0,0,0,88,1,1
1233,2,1,2,10,9,20,2,0,0,0,88,1,1
1234,2,1,2,10,9,20,2,0,0,0,88,1,1
1235,2,1,2,10,9,20,2,0,0,0,88,1,1
1236,2,1,2,10,9,20,2,0,0,0,88,1,1
1237,2,1,2,10,9,20,2,0,0,0,88,1,1
1238,2,1,2,10,9,20,2,0,0,0,88,1,1
1239,2,1,2,10,9,20,2,0,0,0,88,1,1
1240,2,1,2,10,10,20,1,1,0,0,90,1,1
1241,2,1,2,10,10,20,1,1,0,0,90,1,1
1242,2,1,2,10,10,20,1,1,0,0,90,1,1
1243,2,1,2,10,9,20,2,0,0,0,88,1,1
1244,2,1,2,10,9,20,2,0,0,0,88,1,1
1245,2,1,2,10,9,20,2,0,0,0,88,1,1
1246,2,1,2,5,10,11,0,1,0,1,62,1,1
1247,2,1,2,5,10,11,0,1,0,1,62,1,1
1248,2,1,2,5,10,11,0,1,0,1,62,1,1
1249,2,1,2,5,9,11,1,0,0,1,60,1,1
1250,2,1,2,5,9,11,1,0,0,1,60,1,1
1251,2,1,2,5,9,11,1,0,0,1,60,1,1
1252,2,1,1,11,10,20,1,1,0,0,90,1,1
1253,2,1,1,11,10,20,1,1,0,0,90,1,1
1254,2,1,1,11,10,20,1,1,0,0,90,1,1
1255,2,1,1,11,9,20,2,0,0,0,88,1,1
1256,2,1,1,11,9,20,2,0,0,0,88,1,1
1257,2,1,1,11,9,20,2,0,0,0,88,1,1
1258,2,1,1,6,10,11,2,0,0,0,62,1,1
1259,2,1,1,6,10,11,2,0,0,0,62,1,1
1260,2,1,1,6,10,11,2,0,0,0,62,1,1
1261,2,1,1,6,9,11,1,0,0,1,60,1,1
1262,2,1,1,6,9,11,1,0,0,1,60,1,1
1263,2,1,1,6,9,11,1,0,0,1,60,1,1
1264,2,1,1,11,10,20,1,1,0,0,90,1,1
1265,2,1,1,11,10,20,1,1,0,0,90,1,1
1266,2,1,1,11,10,20,1,1,0,0,90,1,1
1267,2,1,1,11,9,20,2,0,0,0,88,1,1
1268,2,1,1,11,9,20,2,0,0,0,88,1,1
1269,2,1,1,11,9,20,2,0,0,0,88,1,1
1270,2,1,1,6,10,11,0,1,0,1,62,1,1
1271,2,1,1,6,10,11,0,1,0,1,62,1,1
1272,2,1,1,6,10,11,0,1,0,1,62,1,1
1273,2,1,1,6,9,11,1,0,0,1,60,1,1
1274,2,1,1,6,9,11,1,0,0,1,60,1,1
1275,2,1,1,6,9,11,1,0,0,1,60,1,1
1276,2,1,0,12,10,20,1,1,0,0,90,1,1
1277,2,1,0,12,9,20,2,0,0,0,88,1,1
1278,2,1,0,7,10,11,2,0,0,0,62,1,1
1279,2,1,0,7,9,11,1,0,0,1,60,1,1
1280,2,1,0,7,10,11,0,1,0,1,62,1,1
1281,2,1,0,7,9,11,1,0,0,1,60,1,1
1282,2,1,0,2,10,2,1,0,0,1,34,1,1
1283,2,1,0,2,9,2,0,0,0,2,32,1,1
1284,2,3,9,3,12,19,0,4,0,0,96,1,1
1285,2,3,9,3,11,19,1,3,0,0,94,1,1
1286,2,3,9,3,11,19,1,3,0,0,94,1,1
1287,2,3,9,3,10,19,2,2,0,0,92,1,1
1288,2,3,8,4,12,19,0,4,0,0,96,1,1
1289,2,3,8,4,12,19,0,4,0,0,96,1,1
1290,2,3,8,4,12,19,0,4,0,0,96,1,1
1291,2,3,8,4,12,19,0,4,0,0,96,1,1
